"county","tract","blockgroup","state","puma22","stab","CountyName","PUMA22name","pop20","afact"
"County code","Tract","Block group","State code","PUMA (2022)","State abbr.","County name","PUMA22 name","Total population (2020 Census)","blockgroup-to-puma22 allocation factor"
"06001","4001.00","1","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1789,1 
"06001","4001.00","2","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1249,1 
"06001","4002.00","1","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1022,1 
"06001","4002.00","2","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",979,1 
"06001","4003.00","1","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1123,1 
"06001","4003.00","2","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1528,1 
"06001","4003.00","3","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1390,1 
"06001","4003.00","4","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1463,1 
"06001","4004.00","1","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1558,1 
"06001","4004.00","2","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1353,1 
"06001","4004.00","3","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1201,1 
"06001","4005.00","1","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",2018,1 
"06001","4005.00","2","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",905,1 
"06001","4005.00","3","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",721,1 
"06001","4006.00","1","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1076,1 
"06001","4006.00","2","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",712,1 
"06001","4007.00","1","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1254,1 
"06001","4007.00","2","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1269,1 
"06001","4007.00","3","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",810,1 
"06001","4007.00","4","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1175,1 
"06001","4008.00","1","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1471,1 
"06001","4008.00","2","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1154,1 
"06001","4008.00","3","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1292,1 
"06001","4009.00","1","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1330,1 
"06001","4009.00","2","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1184,1 
"06001","4010.00","1","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",987,1 
"06001","4010.00","2","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",841,1 
"06001","4010.00","3","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1156,1 
"06001","4010.00","4","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",765,1 
"06001","4010.00","5","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1108,1 
"06001","4010.00","6","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1240,1 
"06001","4011.00","1","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",829,1 
"06001","4011.00","2","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1302,1 
"06001","4011.00","3","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1028,1 
"06001","4011.00","4","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1807,1 
"06001","4012.00","1","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1222,1 
"06001","4012.00","2","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",946,1 
"06001","4012.00","3","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",821,1 
"06001","4013.00","1","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",2336,1 
"06001","4013.00","2","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",2046,1 
"06001","4013.00","3","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1505,1 
"06001","4014.00","1","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1457,1 
"06001","4014.00","2","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",2185,1 
"06001","4014.00","3","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1713,1 
"06001","4015.00","1","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1208,1 
"06001","4015.00","2","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",710,1 
"06001","4015.00","3","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",743,1 
"06001","4016.00","1","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1410,1 
"06001","4016.00","2","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1561,1 
"06001","4017.00","1","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1678,1 
"06001","4017.00","2","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1783,1 
"06001","4017.00","3","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",2660,1 
"06001","4018.00","1","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1076,1 
"06001","4018.00","2","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",905,1 
"06001","4022.00","1","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1456,1 
"06001","4022.00","2","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",620,1 
"06001","4022.00","3","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1174,1 
"06001","4024.00","1","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1056,1 
"06001","4024.00","2","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1403,1 
"06001","4025.00","1","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1273,1 
"06001","4025.00","2","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",737,1 
"06001","4026.00","1","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1226,1 
"06001","4027.00","1","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",673,1 
"06001","4027.00","2","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1154,1 
"06001","4028.01","1","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1031,1 
"06001","4028.01","2","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",986,1 
"06001","4028.01","3","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",924,1 
"06001","4028.02","1","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",462,1 
"06001","4028.02","2","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",991,1 
"06001","4029.00","1","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1148,1 
"06001","4029.00","2","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",769,1 
"06001","4030.00","1","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1141,1 
"06001","4030.00","2","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1138,1 
"06001","4030.00","3","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",728,1 
"06001","4031.00","1","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",812,1 
"06001","4031.00","2","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",878,1 
"06001","4033.01","1","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1043,1 
"06001","4033.01","2","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",956,1 
"06001","4033.02","1","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1041,1 
"06001","4033.02","2","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1324,1 
"06001","4033.02","3","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",855,1 
"06001","4034.01","1","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1198,1 
"06001","4034.01","2","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",970,1 
"06001","4034.01","3","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",863,1 
"06001","4034.02","1","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",324,1 
"06001","4034.02","2","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1200,1 
"06001","4035.01","1","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1045,1 
"06001","4035.01","2","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1947,1 
"06001","4035.01","3","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",794,1 
"06001","4035.01","4","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",2094,1 
"06001","4035.02","1","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",919,1 
"06001","4035.02","2","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1229,1 
"06001","4036.00","1","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",776,1 
"06001","4036.00","2","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1213,1 
"06001","4036.00","3","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",2728,1 
"06001","4037.01","1","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1279,1 
"06001","4037.01","2","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1507,1 
"06001","4037.02","1","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",777,1 
"06001","4037.02","2","06","00111","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1372,1 
"06001","4038.00","1","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",675,1 
"06001","4038.00","2","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",819,1 
"06001","4038.00","3","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",774,1 
"06001","4038.00","4","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1442,1 
"06001","4039.00","1","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1507,1 
"06001","4039.00","2","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",797,1 
"06001","4039.00","3","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1639,1 
"06001","4040.00","1","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1025,1 
"06001","4040.00","2","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1287,1 
"06001","4040.00","3","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",737,1 
"06001","4041.01","1","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1308,1 
"06001","4041.01","2","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",928,1 
"06001","4041.01","3","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",903,1 
"06001","4041.02","1","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1478,1 
"06001","4041.02","2","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1038,1 
"06001","4042.00","1","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1050,1 
"06001","4042.00","2","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1346,1 
"06001","4042.00","3","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1245,1 
"06001","4043.00","1","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1211,1 
"06001","4043.00","2","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",938,1 
"06001","4043.00","3","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1267,1 
"06001","4044.00","1","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1790,1 
"06001","4044.00","2","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1307,1 
"06001","4044.00","3","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1818,1 
"06001","4044.00","4","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",706,1 
"06001","4045.01","1","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1771,1 
"06001","4045.02","1","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",979,1 
"06001","4045.02","2","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1442,1 
"06001","4045.02","3","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1783,1 
"06001","4045.02","4","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1990,1 
"06001","4046.00","1","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1153,1 
"06001","4046.00","2","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",740,1 
"06001","4046.00","3","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1167,1 
"06001","4046.00","4","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1491,1 
"06001","4047.00","1","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",883,1 
"06001","4047.00","2","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1099,1 
"06001","4048.00","1","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1355,1 
"06001","4048.00","2","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1402,1 
"06001","4049.00","1","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",905,1 
"06001","4049.00","2","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1224,1 
"06001","4049.00","3","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1135,1 
"06001","4049.00","4","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1194,1 
"06001","4050.00","1","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",799,1 
"06001","4050.00","2","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1161,1 
"06001","4050.00","3","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1353,1 
"06001","4051.00","1","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1052,1 
"06001","4051.00","2","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",691,1 
"06001","4051.00","3","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",909,1 
"06001","4051.00","4","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",687,1 
"06001","4051.00","5","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1024,1 
"06001","4052.00","1","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1381,1 
"06001","4052.00","2","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",972,1 
"06001","4052.00","3","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1215,1 
"06001","4052.00","4","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1271,1 
"06001","4053.01","1","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",964,1 
"06001","4053.01","2","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1032,1 
"06001","4053.01","3","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",995,1 
"06001","4053.02","1","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1487,1 
"06001","4053.02","2","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1310,1 
"06001","4054.01","1","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1447,1 
"06001","4054.01","2","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1378,1 
"06001","4054.01","3","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1050,1 
"06001","4054.02","1","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",2051,1 
"06001","4054.02","2","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1120,1 
"06001","4055.00","1","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",696,1 
"06001","4055.00","2","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1081,1 
"06001","4055.00","3","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",933,1 
"06001","4055.00","4","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1134,1 
"06001","4056.00","1","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",729,1 
"06001","4056.00","2","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1106,1 
"06001","4056.00","3","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1389,1 
"06001","4057.00","1","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1233,1 
"06001","4057.00","2","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1159,1 
"06001","4057.00","3","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1031,1 
"06001","4058.00","1","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1359,1 
"06001","4058.00","2","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1059,1 
"06001","4058.00","3","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1108,1 
"06001","4058.00","4","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",794,1 
"06001","4059.01","1","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1597,1 
"06001","4059.01","2","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1628,1 
"06001","4059.01","3","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1054,1 
"06001","4059.02","1","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1434,1 
"06001","4059.02","2","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1747,1 
"06001","4060.00","1","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",2207,1 
"06001","4060.00","2","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",938,1 
"06001","4060.00","3","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",869,1 
"06001","4060.00","4","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1209,1 
"06001","4061.00","1","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1464,1 
"06001","4061.00","2","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1159,1 
"06001","4061.00","3","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1479,1 
"06001","4061.00","4","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1785,1 
"06001","4062.01","1","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1422,1 
"06001","4062.01","2","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",917,1 
"06001","4062.01","3","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1462,1 
"06001","4062.01","4","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1218,1 
"06001","4062.02","1","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1094,1 
"06001","4062.02","2","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1816,1 
"06001","4062.02","3","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1859,1 
"06001","4063.00","1","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",978,1 
"06001","4063.00","2","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1204,1 
"06001","4063.00","3","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",830,1 
"06001","4063.00","4","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",977,1 
"06001","4064.00","1","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",847,1 
"06001","4064.00","2","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1364,1 
"06001","4065.00","1","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",2056,1 
"06001","4065.00","2","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",858,1 
"06001","4065.00","3","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1878,1 
"06001","4065.00","4","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1404,1 
"06001","4066.01","1","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1001,1 
"06001","4066.01","2","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1586,1 
"06001","4066.01","3","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1332,1 
"06001","4066.01","4","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",915,1 
"06001","4066.02","1","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1312,1 
"06001","4066.02","2","06","00123","CA","Alameda CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",1242,1 
"06001","4067.00","1","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1573,1 
"06001","4067.00","2","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",678,1 
"06001","4067.00","3","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",1806,1 
"06001","4067.00","4","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",819,1 
"06001","4067.00","5","06","00112","CA","Alameda CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",691,1 
