"","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"11497","G06000104001001",60014001001,"1","1"
"11498","G06000104001002",60014001002,"2","1"
"11499","G06000104002001",60014002001,"1","1"
"11500","G06000104002002",60014002002,"1","1"
"11501","G06000104003001",60014003001,"1","1"
"11502","G06000104003002",60014003002,"1","1"
"11503","G06000104003003",60014003003,"2","1"
"11504","G06000104003004",60014003004,"1","1"
"11505","G06000104004001",60014004001,"2","1"
"11506","G06000104004002",60014004002,"3","2"
"11507","G06000104004003",60014004003,"2","1"
"11508","G06000104005001",60014005001,"4","2"
"11509","G06000104005002",60014005002,"5","3"
"11510","G06000104005003",60014005003,"3","2"
"11511","G06000104006001",60014006001,"4","2"
"11512","G06000104006002",60014006002,"3","2"
"11513","G06000104007001",60014007001,"4","2"
"11514","G06000104007002",60014007002,"7","3"
"11515","G06000104007003",60014007003,"5","3"
"11516","G06000104007004",60014007004,"3","2"
"11517","G06000104008001",60014008001,"7","3"
"11518","G06000104008002",60014008002,"6","3"
"11519","G06000104008003",60014008003,"5","3"
"11520","G06000104009001",60014009001,"5","3"
"11521","G06000104009002",60014009002,"5","3"
"11522","G06000104010001",60014010001,"5","3"
"11523","G06000104010002",60014010002,"5","3"
"11524","G06000104010003",60014010003,"5","3"
"11525","G06000104010004",60014010004,"6","3"
"11526","G06000104010005",60014010005,"6","3"
"11527","G06000104010006",60014010006,"5","3"
"11528","G06000104011001",60014011001,"5","3"
"11529","G06000104011002",60014011002,"4","2"
"11530","G06000104011003",60014011003,"4","2"
"11531","G06000104011004",60014011004,"4","2"
"11532","G06000104012001",60014012001,"2","1"
"11533","G06000104012002",60014012002,"4","2"
"11534","G06000104012003",60014012003,"5","3"
"11535","G06000104013001",60014013001,"5","3"
"11536","G06000104013002",60014013002,"6","3"
"11537","G06000104013003",60014013003,"5","3"
"11538","G06000104014001",60014014001,"9","4"
"11539","G06000104014002",60014014002,"8","4"
"11540","G06000104014003",60014014003,"10","4"
"11541","G06000104015001",60014015001,"9","4"
"11542","G06000104015002",60014015002,"12","5"
"11543","G06000104015003",60014015003,"9","4"
"11544","G06000104016001",60014016001,"11","4"
"11545","G06000104016002",60014016002,"8","4"
"11546","G06000104017001",60014017001,"11","4"
"11547","G06000104017002",60014017002,"6","3"
"11548","G06000104017003",60014017003,"6","3"
"11549","G06000104018001",60014018001,"6","3"
"11550","G06000104018002",60014018002,"6","3"
"11551","G06000104022001",60014022001,"11","4"
"11552","G06000104022002",60014022002,"12","5"
"11553","G06000104022003",60014022003,"12","5"
"11554","G06000104024001",60014024001,"14","5"
"11555","G06000104024002",60014024002,"15","6"
"11556","G06000104025001",60014025001,"8","4"
"11557","G06000104025002",60014025002,"9","4"
"11558","G06000104026001",60014026001,"10","4"
"11559","G06000104027001",60014027001,"9","4"
"11560","G06000104027002",60014027002,"6","3"
"11561","G06000104028011",60014028011,"6","3"
"11562","G06000104028012",60014028012,"11","4"
"11563","G06000104028013",60014028013,"7","3"
"11564","G06000104028021",60014028021,"GQ","GQ"
"11565","G06000104028022",60014028022,"6","3"
"11566","G06000104029001",60014029001,"6","3"
"11567","G06000104029002",60014029002,"6","3"
"11568","G06000104030001",60014030001,"20","7"
"11569","G06000104030002",60014030002,"23","7"
"11570","G06000104030003",60014030003,"22","7"
"11571","G06000104031001",60014031001,"11","4"
"11572","G06000104031002",60014031002,"12","5"
"11573","G06000104033011",60014033011,"19","7"
"11574","G06000104033012",60014033012,"19","7"
"11575","G06000104033021",60014033021,"4","2"
"11576","G06000104033022",60014033022,"15","6"
"11577","G06000104033023",60014033023,"7","3"
"11578","G06000104034011",60014034011,"6","3"
"11579","G06000104034012",60014034012,"7","3"
"11580","G06000104034013",60014034013,"8","4"
"11581","G06000104034021",60014034021,"PH","PH"
"11582","G06000104034022",60014034022,"5","3"
"11583","G06000104035011",60014035011,"6","3"
"11584","G06000104035012",60014035012,"6","3"
"11585","G06000104035013",60014035013,"6","3"
"11586","G06000104035014",60014035014,"6","3"
"11587","G06000104035021",60014035021,"20","7"
"11588","G06000104035022",60014035022,"17","6"
"11589","G06000104036001",60014036001,"8","4"
"11590","G06000104036002",60014036002,"8","4"
"11591","G06000104036003",60014036003,"9","4"
"11592","G06000104037011",60014037011,"17","6"
"11593","G06000104037012",60014037012,"14","5"
"11594","G06000104037021",60014037021,"5","3"
"11595","G06000104037022",60014037022,"5","3"
"11596","G06000104038001",60014038001,"2","1"
"11597","G06000104038002",60014038002,"3","2"
"11598","G06000104038003",60014038003,"3","2"
"11599","G06000104038004",60014038004,"2","1"
"11600","G06000104039001",60014039001,"13","5"
"11601","G06000104039002",60014039002,"12","5"
"11602","G06000104039003",60014039003,"13","5"
"11603","G06000104040001",60014040001,"16","6"
"11604","G06000104040002",60014040002,"5","3"
"11605","G06000104040003",60014040003,"12","5"
"11606","G06000104041011",60014041011,"3","2"
"11607","G06000104041012",60014041012,"3","2"
"11608","G06000104041013",60014041013,"6","3"
"11609","G06000104041021",60014041021,"12","5"
"11610","G06000104041022",60014041022,"12","5"
"11611","G06000104042001",60014042001,"1","1"
"11612","G06000104042002",60014042002,"1","1"
"11613","G06000104042003",60014042003,"2","1"
"11614","G06000104043001",60014043001,"1","1"
"11615","G06000104043002",60014043002,"1","1"
"11616","G06000104043003",60014043003,"1","1"
"11617","G06000104044001",60014044001,"1","1"
"11618","G06000104044002",60014044002,"3","2"
"11619","G06000104044003",60014044003,"3","2"
"11620","G06000104044004",60014044004,"10","4"
"11621","G06000104045011",60014045011,"1","1"
"11622","G06000104045021",60014045021,"2","1"
"11623","G06000104045022",60014045022,"2","1"
"11624","G06000104045023",60014045023,"2","1"
"11625","G06000104045024",60014045024,"2","1"
"11626","G06000104046001",60014046001,"3","2"
"11627","G06000104046002",60014046002,"2","1"
"11628","G06000104046003",60014046003,"2","1"
"11629","G06000104046004",60014046004,"2","1"
"11630","G06000104047001",60014047001,"2","1"
"11631","G06000104047002",60014047002,"2","1"
"11632","G06000104048001",60014048001,"6","3"
"11633","G06000104048002",60014048002,"3","2"
"11634","G06000104049001",60014049001,"3","2"
"11635","G06000104049002",60014049002,"3","2"
"11636","G06000104049003",60014049003,"3","2"
"11637","G06000104049004",60014049004,"3","2"
"11638","G06000104050001",60014050001,"2","1"
"11639","G06000104050002",60014050002,"2","1"
"11640","G06000104050003",60014050003,"3","2"
"11641","G06000104051001",60014051001,"1","1"
"11642","G06000104051002",60014051002,"1","1"
"11643","G06000104051003",60014051003,"1","1"
"11644","G06000104051004",60014051004,"1","1"
"11645","G06000104051005",60014051005,"1","1"
"11646","G06000104052001",60014052001,"4","2"
"11647","G06000104052002",60014052002,"5","3"
"11648","G06000104052003",60014052003,"4","2"
"11649","G06000104052004",60014052004,"4","2"
"11650","G06000104053011",60014053011,"8","4"
"11651","G06000104053012",60014053012,"9","4"
"11652","G06000104053013",60014053013,"8","4"
"11653","G06000104053021",60014053021,"17","6"
"11654","G06000104053022",60014053022,"16","6"
"11655","G06000104054011",60014054011,"15","6"
"11656","G06000104054012",60014054012,"15","6"
"11657","G06000104054013",60014054013,"15","6"
"11658","G06000104054021",60014054021,"7","3"
"11659","G06000104054022",60014054022,"6","3"
"11660","G06000104055001",60014055001,"10","4"
"11661","G06000104055002",60014055002,"13","5"
"11662","G06000104055003",60014055003,"12","5"
"11663","G06000104055004",60014055004,"9","4"
"11664","G06000104056001",60014056001,"16","6"
"11665","G06000104056002",60014056002,"8","4"
"11666","G06000104056003",60014056003,"11","4"
"11667","G06000104057001",60014057001,"12","5"
"11668","G06000104057002",60014057002,"17","6"
"11669","G06000104057003",60014057003,"14","5"
"11670","G06000104058001",60014058001,"11","4"
"11671","G06000104058002",60014058002,"17","6"
"11672","G06000104058003",60014058003,"13","5"
"11673","G06000104058004",60014058004,"10","4"
"11674","G06000104059011",60014059011,"18","6"
"11675","G06000104059012",60014059012,"17","6"
"11676","G06000104059013",60014059013,"14","5"
"11677","G06000104059021",60014059021,"15","6"
"11678","G06000104059022",60014059022,"11","4"
"11679","G06000104060001",60014060001,"12","5"
"11680","G06000104060002",60014060002,"12","5"
"11681","G06000104060003",60014060003,"12","5"
"11682","G06000104060004",60014060004,"12","5"
"11683","G06000104061001",60014061001,"13","5"
"11684","G06000104061002",60014061002,"25","8"
"11685","G06000104061003",60014061003,"10","4"
"11686","G06000104061004",60014061004,"16","6"
"11687","G06000104062011",60014062011,"18","6"
"11688","G06000104062012",60014062012,"18","6"
"11689","G06000104062013",60014062013,"18","6"
"11690","G06000104062014",60014062014,"18","6"
"11691","G06000104062021",60014062021,"15","6"
"11692","G06000104062022",60014062022,"15","6"
"11693","G06000104062023",60014062023,"14","5"
"11694","G06000104063001",60014063001,"10","4"
"11695","G06000104063002",60014063002,"14","5"
"11696","G06000104063003",60014063003,"16","6"
"11697","G06000104063004",60014063004,"17","6"
"11698","G06000104064001",60014064001,"9","4"
"11699","G06000104064002",60014064002,"11","4"
"11700","G06000104065001",60014065001,"13","5"
"11701","G06000104065002",60014065002,"18","6"
"11702","G06000104065003",60014065003,"14","5"
"11703","G06000104065004",60014065004,"12","5"
"11704","G06000104066011",60014066011,"16","6"
"11705","G06000104066012",60014066012,"11","4"
"11706","G06000104066013",60014066013,"8","4"
"11707","G06000104066014",60014066014,"14","5"
"11708","G06000104066021",60014066021,"11","4"
"11709","G06000104066022",60014066022,"11","4"
"11710","G06000104067001",60014067001,"3","2"
"11711","G06000104067002",60014067002,"3","2"
"11712","G06000104067003",60014067003,"4","2"
"11713","G06000104067004",60014067004,"3","2"
"11714","G06000104067005",60014067005,"3","2"
"11715","G06000104068001",60014068001,"4","2"
"11716","G06000104068002",60014068002,"4","2"
"11717","G06000104068003",60014068003,"7","3"
"11718","G06000104068004",60014068004,"6","3"
"11719","G06000104069001",60014069001,"4","2"
"11720","G06000104069002",60014069002,"5","3"
"11721","G06000104069003",60014069003,"14","5"
"11722","G06000104070001",60014070001,"13","5"
"11723","G06000104070002",60014070002,"9","4"
"11724","G06000104070003",60014070003,"12","5"
"11725","G06000104070004",60014070004,"12","5"
"11726","G06000104070005",60014070005,"15","6"
"11727","G06000104071011",60014071011,"19","7"
"11728","G06000104071012",60014071012,"13","5"
"11729","G06000104071021",60014071021,"16","6"
"11730","G06000104071022",60014071022,"17","6"
"11731","G06000104071023",60014071023,"15","6"
"11732","G06000104071024",60014071024,"15","6"
"11733","G06000104072001",60014072001,"17","6"
"11734","G06000104072002",60014072002,"17","6"
"11735","G06000104072003",60014072003,"17","6"
"11736","G06000104072004",60014072004,"18","6"
"11737","G06000104073001",60014073001,"21","7"
"11738","G06000104073002",60014073002,"21","7"
"11739","G06000104074001",60014074001,"17","6"
"11740","G06000104074002",60014074002,"17","6"
"11741","G06000104074003",60014074003,"17","6"
"11742","G06000104075001",60014075001,"23","7"
"11743","G06000104075002",60014075002,"23","7"
"11744","G06000104075003",60014075003,"22","7"
"11745","G06000104076001",60014076001,"9","4"
"11746","G06000104076002",60014076002,"11","4"
"11747","G06000104076003",60014076003,"11","4"
"11748","G06000104076004",60014076004,"10","4"
"11749","G06000104076005",60014076005,"14","5"
"11750","G06000104077001",60014077001,"8","4"
"11751","G06000104077002",60014077002,"8","4"
"11752","G06000104077003",60014077003,"7","3"
"11753","G06000104077004",60014077004,"7","3"
"11754","G06000104078001",60014078001,"8","4"
"11755","G06000104078002",60014078002,"GQ","GQ"
"11756","G06000104079001",60014079001,"4","2"
"11757","G06000104079002",60014079002,"5","3"
"11758","G06000104079003",60014079003,"7","3"
"11759","G06000104080001",60014080001,"3","2"
"11760","G06000104080002",60014080002,"3","2"
"11761","G06000104081001",60014081001,"3","2"
"11762","G06000104081002",60014081002,"7","3"
"11763","G06000104081003",60014081003,"2","1"
"11764","G06000104081004",60014081004,"4","2"
"11765","G06000104081005",60014081005,"3","2"
"11766","G06000104082001",60014082001,"8","4"
"11767","G06000104082002",60014082002,"8","4"
"11768","G06000104082003",60014082003,"8","4"
"11769","G06000104083001",60014083001,"10","4"
"11770","G06000104083002",60014083002,"7","3"
"11771","G06000104083003",60014083003,"7","3"
"11772","G06000104083004",60014083004,"8","4"
"11773","G06000104083005",60014083005,"6","3"
"11774","G06000104084001",60014084001,"21","7"
"11775","G06000104084002",60014084002,"20","7"
"11776","G06000104084003",60014084003,"21","7"
"11777","G06000104085001",60014085001,"19","7"
"11778","G06000104085002",60014085002,"21","7"
"11779","G06000104085003",60014085003,"21","7"
"11780","G06000104085004",60014085004,"19","7"
"11781","G06000104085005",60014085005,"17","6"
"11782","G06000104086001",60014086001,"20","7"
"11783","G06000104086002",60014086002,"19","7"
"11784","G06000104086003",60014086003,"20","7"
"11785","G06000104086004",60014086004,"19","7"
"11786","G06000104087001",60014087001,"17","6"
"11787","G06000104087002",60014087002,"17","6"
"11788","G06000104087003",60014087003,"17","6"
"11789","G06000104087004",60014087004,"17","6"
"11790","G06000104087005",60014087005,"17","6"
"11791","G06000104087006",60014087006,"17","6"
"11792","G06000104088001",60014088001,"23","7"
"11793","G06000104088002",60014088002,"24","8"
"11794","G06000104088003",60014088003,"27","8"
"11795","G06000104088004",60014088004,"24","8"
"11796","G06000104089001",60014089001,"29","8"
"11797","G06000104089002",60014089002,"24","8"
"11798","G06000104090001",60014090001,"22","7"
"11799","G06000104090002",60014090002,"PH","PH"
"11800","G06000104090003",60014090003,"22","7"
"11801","G06000104091001",60014091001,"21","7"
"11802","G06000104091002",60014091002,"24","8"
"11803","G06000104092001",60014092001,"19","7"
"11804","G06000104092002",60014092002,"19","7"
"11805","G06000104093001",60014093001,"31","8"
"11806","G06000104093002",60014093002,"22","7"
"11807","G06000104093003",60014093003,"25","8"
"11808","G06000104093004",60014093004,"23","7"
"11809","G06000104094001",60014094001,"22","7"
"11810","G06000104094002",60014094002,"15","6"
"11811","G06000104094003",60014094003,"27","8"
"11812","G06000104095001",60014095001,"31","8"
"11813","G06000104095002",60014095002,"26","8"
"11814","G06000104095003",60014095003,"29","8"
"11815","G06000104096001",60014096001,"21","7"
"11816","G06000104096002",60014096002,"30","8"
"11817","G06000104096003",60014096003,"18","6"
"11818","G06000104096004",60014096004,"15","6"
"11819","G06000104096005",60014096005,"26","8"
"11820","G06000104097001",60014097001,"27","8"
"11821","G06000104097002",60014097002,"27","8"
"11822","G06000104097003",60014097003,"27","8"
"11823","G06000104097004",60014097004,"27","8"
"11824","G06000104098001",60014098001,"8","4"
"11825","G06000104098002",60014098002,"10","4"
"11826","G06000104098003",60014098003,"6","3"
"11827","G06000104099001",60014099001,"9","4"
"11828","G06000104099002",60014099002,"2","1"
"11829","G06000104099003",60014099003,"4","2"
"11830","G06000104099004",60014099004,"4","2"
"11831","G06000104100001",60014100001,"5","3"
"11832","G06000104100002",60014100002,"5","3"
"11833","G06000104100003",60014100003,"PH","PH"
"11834","G06000104101001",60014101001,"13","5"
"11835","G06000104101002",60014101002,"13","5"
"11836","G06000104102001",60014102001,"22","7"
"11837","G06000104102002",60014102002,"21","7"
"11838","G06000104102003",60014102003,"18","6"
"11839","G06000104103001",60014103001,"23","7"
"11840","G06000104103002",60014103002,"23","7"
"11841","G06000104103003",60014103003,"22","7"
"11842","G06000104104001",60014104001,"18","6"
"11843","G06000104104002",60014104002,"12","5"
"11844","G06000104104003",60014104003,"17","6"
"11845","G06000104105001",60014105001,"3","2"
"11846","G06000104105002",60014105002,"9","4"
"11847","G06000104201001",60014201001,"2","1"
"11848","G06000104201002",60014201002,"2","1"
"11849","G06000104201003",60014201003,"3","2"
"11850","G06000104202001",60014202001,"5","3"
"11851","G06000104202002",60014202002,"6","3"
"11852","G06000104202003",60014202003,"5","3"
"11853","G06000104203011",60014203011,"14","5"
"11854","G06000104203021",60014203021,"4","2"
"11855","G06000104203022",60014203022,"4","2"
"11856","G06000104204011",60014204011,"6","3"
"11857","G06000104204012",60014204012,"6","3"
"11858","G06000104204021",60014204021,"6","3"
"11859","G06000104204022",60014204022,"6","3"
"11860","G06000104205001",60014205001,"3","2"
"11861","G06000104205002",60014205002,"3","2"
"11862","G06000104206001",60014206001,"2","1"
"11863","G06000104206002",60014206002,"2","1"
"11864","G06000104206003",60014206003,"3","2"
"11865","G06000104211001",60014211001,"1","1"
"11866","G06000104211002",60014211002,"1","1"
"11867","G06000104212001",60014212001,"1","1"
"11868","G06000104212002",60014212002,"1","1"
"11869","G06000104212003",60014212003,"1","1"
"11870","G06000104212004",60014212004,"1","1"
"11871","G06000104213001",60014213001,"2","1"
"11872","G06000104213002",60014213002,"3","2"
"11873","G06000104213003",60014213003,"2","1"
"11874","G06000104213004",60014213004,"2","1"
"11875","G06000104214001",60014214001,"1","1"
"11876","G06000104214002",60014214002,"2","1"
"11877","G06000104215001",60014215001,"1","1"
"11878","G06000104215002",60014215002,"2","1"
"11879","G06000104215003",60014215003,"2","1"
"11880","G06000104216001",60014216001,"1","1"
"11881","G06000104216002",60014216002,"3","2"
"11882","G06000104216003",60014216003,"2","1"
"11883","G06000104216004",60014216004,"2","1"
"11884","G06000104217001",60014217001,"3","2"
"11885","G06000104217002",60014217002,"3","2"
"11886","G06000104217003",60014217003,"3","2"
"11887","G06000104218001",60014218001,"2","1"
"11888","G06000104218002",60014218002,"2","1"
"11889","G06000104219001",60014219001,"3","2"
"11890","G06000104219002",60014219002,"3","2"
"11891","G06000104219003",60014219003,"4","2"
"11892","G06000104219004",60014219004,"3","2"
"11893","G06000104220001",60014220001,"4","2"
"11894","G06000104220002",60014220002,"7","3"
"11895","G06000104221001",60014221001,"4","2"
"11896","G06000104221002",60014221002,"6","3"
"11897","G06000104222001",60014222001,"4","2"
"11898","G06000104222002",60014222002,"3","2"
"11899","G06000104222003",60014222003,"4","2"
"11900","G06000104223001",60014223001,"3","2"
"11901","G06000104223002",60014223002,"2","1"
"11902","G06000104223003",60014223003,"6","3"
"11903","G06000104224001",60014224001,"3","2"
"11904","G06000104224002",60014224002,"3","2"
"11905","G06000104224003",60014224003,"3","2"
"11906","G06000104224004",60014224004,"3","2"
"11907","G06000104225001",60014225001,"5","3"
"11908","G06000104225002",60014225002,"GQ","GQ"
"11909","G06000104225003",60014225003,"5","3"
"11910","G06000104227001",60014227001,"GQ","GQ"
"11911","G06000104227002",60014227002,"GQ","GQ"
"11912","G06000104227003",60014227003,"GQ","GQ"
"11913","G06000104227004",60014227004,"4","2"
"11914","G06000104228001",60014228001,"GQ","GQ"
"11915","G06000104228002",60014228002,"GQ","GQ"
"11916","G06000104228003",60014228003,"7","3"
"11917","G06000104228004",60014228004,"7","3"
"11918","G06000104229011",60014229011,"6","3"
"11919","G06000104229012",60014229012,"6","3"
"11920","G06000104229021",60014229021,"5","3"
"11921","G06000104229022",60014229022,"5","3"
"11922","G06000104229023",60014229023,"5","3"
"11923","G06000104230001",60014230001,"4","2"
"11924","G06000104230002",60014230002,"3","2"
"11925","G06000104230003",60014230003,"3","2"
"11926","G06000104231001",60014231001,"5","3"
"11927","G06000104231002",60014231002,"4","2"
"11928","G06000104231003",60014231003,"4","2"
"11929","G06000104231004",60014231004,"4","2"
"11930","G06000104232001",60014232001,"3","2"
"11931","G06000104232002",60014232002,"3","2"
"11932","G06000104233001",60014233001,"4","2"
"11933","G06000104233002",60014233002,"4","2"
"11934","G06000104233003",60014233003,"5","3"
"11935","G06000104234001",60014234001,"5","3"
"11936","G06000104234002",60014234002,"2","1"
"11937","G06000104234003",60014234003,"3","2"
"11938","G06000104234004",60014234004,"3","2"
"11939","G06000104235001",60014235001,"4","2"
"11940","G06000104235002",60014235002,"4","2"
"11941","G06000104235003",60014235003,"4","2"
"11942","G06000104236011",60014236011,"2","1"
"11943","G06000104236012",60014236012,"2","1"
"11944","G06000104236021",60014236021,"6","3"
"11945","G06000104236022",60014236022,"6","3"
"11946","G06000104236023",60014236023,"6","3"
"11947","G06000104237001",60014237001,"GQ","GQ"
"11948","G06000104237002",60014237002,"1","1"
"11949","G06000104237003",60014237003,"1","1"
"11950","G06000104238001",60014238001,"1","1"
"11951","G06000104238002",60014238002,"1","1"
"11952","G06000104238003",60014238003,"1","1"
"11953","G06000104239011",60014239011,"4","2"
"11954","G06000104239012",60014239012,"3","2"
"11955","G06000104239021",60014239021,"1","1"
"11956","G06000104239022",60014239022,"3","2"
"11957","G06000104240011",60014240011,"3","2"
"11958","G06000104240012",60014240012,"3","2"
"11959","G06000104240013",60014240013,"5","3"
"11960","G06000104240014",60014240014,"3","2"
"11961","G06000104240021",60014240021,"5","3"
"11962","G06000104240022",60014240022,"4","2"
"11963","G06000104251011",60014251011,"23","7"
"11964","G06000104251012",60014251012,"PH","PH"
"11965","G06000104251021",60014251021,"12","5"
"11966","G06000104251022",60014251022,"12","5"
"11967","G06000104251023",60014251023,"12","5"
"11968","G06000104251031",60014251031,"16","6"
"11969","G06000104251032",60014251032,"9","4"
"11970","G06000104251033",60014251033,"4","2"
"11971","G06000104251041",60014251041,"13","5"
"11972","G06000104251042",60014251042,"13","5"
"11973","G06000104251043",60014251043,"13","5"
"11974","G06000104251044",60014251044,"13","5"
"11975","G06000104251045",60014251045,"13","5"
"11976","G06000104261001",60014261001,"1","1"
"11977","G06000104261002",60014261002,"1","1"
"11978","G06000104261003",60014261003,"1","1"
"11979","G06000104261004",60014261004,"1","1"
"11980","G06000104261005",60014261005,"1","1"
"11981","G06000104261006",60014261006,"1","1"
"11982","G06000104262001",60014262001,"1","1"
"11983","G06000104262002",60014262002,"1","1"
"11984","G06000104262003",60014262003,"1","1"
"11985","G06000104271001",60014271001,"2","1"
"11986","G06000104271002",60014271002,"2","1"
"11987","G06000104271003",60014271003,"2","1"
"11988","G06000104272001",60014272001,"5","3"
"11989","G06000104272002",60014272002,"3","2"
"11990","G06000104272003",60014272003,"6","3"
"11991","G06000104272004",60014272004,"6","3"
"11992","G06000104272005",60014272005,"GQ-PH","GQ-PH"
"11993","G06000104273001",60014273001,"4","2"
"11994","G06000104273002",60014273002,"4","2"
"11995","G06000104273003",60014273003,"4","2"
"11996","G06000104273004",60014273004,"4","2"
"11997","G06000104273005",60014273005,"4","2"
"11998","G06000104276001",60014276001,"4","2"
"11999","G06000104276002",60014276002,"11","4"
"12000","G06000104276003",60014276003,"17","6"
"12001","G06000104277001",60014277001,"7","3"
"12002","G06000104277002",60014277002,"4","2"
"12003","G06000104277003",60014277003,"3","2"
"12004","G06000104277004",60014277004,"5","3"
"12005","G06000104278001",60014278001,"2","1"
"12006","G06000104278002",60014278002,"2","1"
"12007","G06000104278003",60014278003,"4","2"
"12008","G06000104278004",60014278004,"6","3"
"12009","G06000104278005",60014278005,"3","2"
"12010","G06000104279001",60014279001,"2","1"
"12011","G06000104279002",60014279002,"2","1"
"12012","G06000104279003",60014279003,"2","1"
"12013","G06000104279004",60014279004,"2","1"
"12014","G06000104279005",60014279005,"2","1"
"12015","G06000104280001",60014280001,"7","3"
"12016","G06000104280002",60014280002,"7","3"
"12017","G06000104280003",60014280003,"7","3"
"12018","G06000104281001",60014281001,"2","1"
"12019","G06000104281002",60014281002,"2","1"
"12020","G06000104281003",60014281003,"2","1"
"12021","G06000104281004",60014281004,"4","2"
"12022","G06000104282001",60014282001,"4","2"
"12023","G06000104282002",60014282002,"3","2"
"12024","G06000104282003",60014282003,"2","1"
"12025","G06000104282004",60014282004,"2","1"
"12026","G06000104282005",60014282005,"4","2"
"12027","G06000104283011",60014283011,"4","2"
"12028","G06000104283012",60014283012,"5","3"
"12029","G06000104283013",60014283013,"5","3"
"12030","G06000104283014",60014283014,"3","2"
"12031","G06000104283021",60014283021,"2","1"
"12032","G06000104283022",60014283022,"2","1"
"12033","G06000104283023",60014283023,"3","2"
"12034","G06000104284001",60014284001,"8","4"
"12035","G06000104284002",60014284002,"6","3"
"12036","G06000104284003",60014284003,"3","2"
"12037","G06000104285001",60014285001,"7","3"
"12038","G06000104285002",60014285002,"6","3"
"12039","G06000104285003",60014285003,"8","4"
"12040","G06000104286001",60014286001,"3","2"
"12041","G06000104286002",60014286002,"12","5"
"12042","G06000104287001",60014287001,"2","1"
"12043","G06000104287002",60014287002,"2","1"
"12044","G06000104287003",60014287003,"2","1"
"12045","G06000104301011",60014301011,"3","2"
"12046","G06000104301012",60014301012,"2","1"
"12047","G06000104301013",60014301013,"2","1"
"12048","G06000104301014",60014301014,"3","2"
"12049","G06000104301021",60014301021,"3","2"
"12050","G06000104302001",60014302001,"2","1"
"12051","G06000104302002",60014302002,"5","3"
"12052","G06000104302003",60014302003,"3","2"
"12053","G06000104302004",60014302004,"3","2"
"12054","G06000104302005",60014302005,"4","2"
"12055","G06000104303001",60014303001,"2","1"
"12056","G06000104303002",60014303002,"4","2"
"12057","G06000104303003",60014303003,"3","2"
"12058","G06000104304001",60014304001,"3","2"
"12059","G06000104304002",60014304002,"3","2"
"12060","G06000104305001",60014305001,"7","3"
"12061","G06000104305002",60014305002,"8","4"
"12062","G06000104305003",60014305003,"7","3"
"12063","G06000104306001",60014306001,"4","2"
"12064","G06000104306002",60014306002,"5","3"
"12065","G06000104306003",60014306003,"5","3"
"12066","G06000104306004",60014306004,"4","2"
"12067","G06000104307001",60014307001,"5","3"
"12068","G06000104307002",60014307002,"5","3"
"12069","G06000104307003",60014307003,"5","3"
"12070","G06000104308001",60014308001,"8","4"
"12071","G06000104308002",60014308002,"9","4"
"12072","G06000104308003",60014308003,"8","4"
"12073","G06000104308004",60014308004,"9","4"
"12074","G06000104309001",60014309001,"7","3"
"12075","G06000104309002",60014309002,"8","4"
"12076","G06000104309003",60014309003,"5","3"
"12077","G06000104310001",60014310001,"13","5"
"12078","G06000104310002",60014310002,"12","5"
"12079","G06000104311001",60014311001,"9","4"
"12080","G06000104311002",60014311002,"10","4"
"12081","G06000104312001",60014312001,"9","4"
"12082","G06000104312002",60014312002,"9","4"
"12083","G06000104312003",60014312003,"12","5"
"12084","G06000104321001",60014321001,"5","3"
"12085","G06000104321002",60014321002,"6","3"
"12086","G06000104321003",60014321003,"4","2"
"12087","G06000104322001",60014322001,"6","3"
"12088","G06000104322002",60014322002,"6","3"
"12089","G06000104322003",60014322003,"6","3"
"12090","G06000104323001",60014323001,"7","3"
"12091","G06000104323002",60014323002,"7","3"
"12092","G06000104323003",60014323003,"7","3"
"12093","G06000104324001",60014324001,"17","6"
"12094","G06000104324002",60014324002,"13","5"
"12095","G06000104324003",60014324003,"12","5"
"12096","G06000104325011",60014325011,"11","4"
"12097","G06000104325012",60014325012,"11","4"
"12098","G06000104325013",60014325013,"12","5"
"12099","G06000104325021",60014325021,"11","4"
"12100","G06000104325022",60014325022,"11","4"
"12101","G06000104325023",60014325023,"8","4"
"12102","G06000104326011",60014326011,"21","7"
"12103","G06000104326012",60014326012,"29","8"
"12104","G06000104326021",60014326021,"7","3"
"12105","G06000104326022",60014326022,"19","7"
"12106","G06000104326023",60014326023,"11","4"
"12107","G06000104327001",60014327001,"5","3"
"12108","G06000104327002",60014327002,"12","5"
"12109","G06000104327003",60014327003,"6","3"
"12110","G06000104328001",60014328001,"5","3"
"12111","G06000104328002",60014328002,"3","2"
"12112","G06000104328003",60014328003,"7","3"
"12113","G06000104330001",60014330001,"8","4"
"12114","G06000104330002",60014330002,"13","5"
"12115","G06000104330003",60014330003,"10","4"
"12116","G06000104330004",60014330004,"11","4"
"12117","G06000104331021",60014331021,"9","4"
"12118","G06000104331022",60014331022,"8","4"
"12119","G06000104331031",60014331031,"20","7"
"12120","G06000104331032",60014331032,"20","7"
"12121","G06000104331041",60014331041,"13","5"
"12122","G06000104331042",60014331042,"8","4"
"12123","G06000104331043",60014331043,"19","7"
"12124","G06000104332001",60014332001,"10","4"
"12125","G06000104332002",60014332002,"10","4"
"12126","G06000104332003",60014332003,"10","4"
"12127","G06000104332004",60014332004,"10","4"
"12128","G06000104333001",60014333001,"9","4"
