"","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"26871","G06006700018002",60670018002,"29","8"
"26872","G06006700018003",60670018003,"25","8"
"26873","G06006700018004",60670018004,"23","7"
"26874","G06006700018005",60670018005,"23","7"
"26875","G06006700019001",60670019001,"14","6"
"26876","G06006700019002",60670019002,"15","6"
"26877","G06006700019003",60670019003,"18","7"
"26878","G06006700019004",60670019004,"16","6"
"26879","G06006700020001",60670020001,"9","4"
"26880","G06006700020002",60670020002,"10","4"
"26881","G06006700020003",60670020003,"29","8"
"26882","G06006700021001",60670021001,"23","7"
"26883","G06006700021002",60670021002,"23","7"
"26884","G06006700021003",60670021003,"23","7"
"26885","G06006700022001",60670022001,"14","6"
"26886","G06006700022002",60670022002,"14","6"
"26887","G06006700022003",60670022003,"14","6"
"26888","G06006700022004",60670022004,"14","6"
"26889","G06006700023001",60670023001,"16","6"
"26890","G06006700023002",60670023002,"8","4"
"26891","G06006700023003",60670023003,"6","3"
"26892","G06006700023004",60670023004,"12","5"
"26893","G06006700024001",60670024001,"4","2"
"26894","G06006700024002",60670024002,"6","3"
"26895","G06006700024003",60670024003,"17","6"
"26896","G06006700024004",60670024004,"4","2"
"26897","G06006700025001",60670025001,"5","3"
"26898","G06006700025002",60670025002,"7","3"
"26899","G06006700026001",60670026001,"15","6"
"26900","G06006700026002",60670026002,"9","4"
"26901","G06006700026003",60670026003,"9","4"
"26902","G06006700027001",60670027001,"27","8"
"26903","G06006700027002",60670027002,"35","9"
"26904","G06006700027003",60670027003,"40","9"
"26905","G06006700027004",60670027004,"34","9"
"26906","G06006700028001",60670028001,"39","9"
"26907","G06006700028002",60670028002,"40","9"
"26908","G06006700028003",60670028003,"49","10"
"26909","G06006700029001",60670029001,"27","8"
"26910","G06006700029002",60670029002,"24","8"
"26911","G06006700029003",60670029003,"27","8"
"26912","G06006700029004",60670029004,"26","8"
"26913","G06006700030011",60670030011,"41","9"
"26914","G06006700030012",60670030012,"40","9"
"26915","G06006700030021",60670030021,"27","8"
"26916","G06006700030022",60670030022,"25","8"
"26917","G06006700030023",60670030023,"29","8"
"26918","G06006700031011",60670031011,"42","9"
"26919","G06006700031012",60670031012,"40","9"
"26920","G06006700031013",60670031013,"41","9"
"26921","G06006700031014",60670031014,"40","9"
"26922","G06006700031021",60670031021,"38","9"
"26923","G06006700031022",60670031022,"41","9"
"26924","G06006700031023",60670031023,"37","9"
"26925","G06006700032021",60670032021,"49","10"
"26926","G06006700032022",60670032022,"44","9"
"26927","G06006700032023",60670032023,"100","10"
"26928","G06006700032024",60670032024,"50","10"
"26929","G06006700032031",60670032031,"40","9"
"26930","G06006700032032",60670032032,"40","9"
"26931","G06006700032041",60670032041,"39","9"
"26932","G06006700032042",60670032042,"40","9"
"26933","G06006700032043",60670032043,"47","10"
"26934","G06006700033001",60670033001,"10","4"
"26935","G06006700033002",60670033002,"18","7"
"26936","G06006700033003",60670033003,"8","4"
"26937","G06006700034001",60670034001,"33","9"
"26938","G06006700034002",60670034002,"19","7"
"26939","G06006700034003",60670034003,"11","5"
"26940","G06006700035011",60670035011,"35","9"
"26941","G06006700035012",60670035012,"25","8"
"26942","G06006700035013",60670035013,"13","5"
"26943","G06006700035021",60670035021,"27","8"
"26944","G06006700035022",60670035022,"38","9"
"26945","G06006700035023",60670035023,"36","9"
"26946","G06006700036001",60670036001,"36","9"
"26947","G06006700036002",60670036002,"37","9"
"26948","G06006700037001",60670037001,"53","10"
"26949","G06006700037002",60670037002,"43","9"
"26950","G06006700037003",60670037003,"48","10"
"26951","G06006700038001",60670038001,"40","9"
"26952","G06006700038002",60670038002,"36","9"
"26953","G06006700038003",60670038003,"34","9"
"26954","G06006700038004",60670038004,"29","8"
"26955","G06006700039001",60670039001,"15","6"
"26956","G06006700039002",60670039002,"17","6"
"26957","G06006700039003",60670039003,"16","6"
"26958","G06006700040051",60670040051,"15","6"
"26959","G06006700040052",60670040052,"17","6"
"26960","G06006700040053",60670040053,"9","4"
"26961","G06006700040054",60670040054,"16","6"
"26962","G06006700040061",60670040061,"26","8"
"26963","G06006700040062",60670040062,"25","8"
"26964","G06006700040063",60670040063,"20","7"
"26965","G06006700040064",60670040064,"20","7"
"26966","G06006700040081",60670040081,"21","7"
"26967","G06006700040082",60670040082,"23","7"
"26968","G06006700040111",60670040111,"5","3"
"26969","G06006700040112",60670040112,"11","5"
"26970","G06006700040121",60670040121,"10","4"
"26971","G06006700040122",60670040122,"11","5"
"26972","G06006700040123",60670040123,"10","4"
"26973","G06006700040131",60670040131,"16","6"
"26974","G06006700040132",60670040132,"25","8"
"26975","G06006700040141",60670040141,"25","8"
"26976","G06006700040142",60670040142,"31","8"
"26977","G06006700040151",60670040151,"19","7"
"26978","G06006700040152",60670040152,"19","7"
"26979","G06006700040153",60670040153,"19","7"
"26980","G06006700040161",60670040161,"14","6"
"26981","G06006700040171",60670040171,"24","8"
"26982","G06006700040172",60670040172,"23","7"
"26983","G06006700040181",60670040181,"16","6"
"26984","G06006700040182",60670040182,"19","7"
"26985","G06006700040191",60670040191,"16","6"
"26986","G06006700040192",60670040192,"23","7"
"26987","G06006700040201",60670040201,"31","8"
"26988","G06006700040202",60670040202,"27","8"
"26989","G06006700041001",60670041001,"47","10"
"26990","G06006700041002",60670041002,"35","9"
"26991","G06006700041003",60670041003,"52","10"
"26992","G06006700042011",60670042011,"40","9"
"26993","G06006700042012",60670042012,"39","9"
"26994","G06006700042013",60670042013,"37","9"
"26995","G06006700042021",60670042021,"44","9"
"26996","G06006700042022",60670042022,"42","9"
"26997","G06006700042023",60670042023,"40","9"
"26998","G06006700042031",60670042031,"44","9"
"26999","G06006700042032",60670042032,"41","9"
"27000","G06006700043011",60670043011,"34","9"
"27001","G06006700043012",60670043012,"36","9"
"27002","G06006700043013",60670043013,"35","9"
"27003","G06006700043021",60670043021,"38","9"
"27004","G06006700043022",60670043022,"32","9"
"27005","G06006700044011",60670044011,"51","10"
"27006","G06006700044012",60670044012,"34","9"
"27007","G06006700044013",60670044013,"41","9"
"27008","G06006700044014",60670044014,"31","8"
"27009","G06006700044021",60670044021,"52","10"
"27010","G06006700044022",60670044022,"51","10"
"27011","G06006700044023",60670044023,"51","10"
"27012","G06006700045011",60670045011,"50","10"
"27013","G06006700045012",60670045012,"57","10"
"27014","G06006700045021",60670045021,"98","10"
"27015","G06006700045022",60670045022,"43","9"
"27016","G06006700045023",60670045023,"40","9"
"27017","G06006700046021",60670046021,"46","10"
"27018","G06006700046022",60670046022,"51","10"
"27019","G06006700046023",60670046023,"54","10"
"27020","G06006700046031",60670046031,"55","10"
"27021","G06006700046032",60670046032,"56","10"
"27022","G06006700046041",60670046041,"48","10"
"27023","G06006700046042",60670046042,"41","9"
"27024","G06006700046043",60670046043,"45","9"
"27025","G06006700047011",60670047011,"41","9"
"27026","G06006700047012",60670047012,"47","10"
"27027","G06006700047021",60670047021,"49","10"
"27028","G06006700047022",60670047022,"48","10"
"27029","G06006700047023",60670047023,"49","10"
"27030","G06006700048011",60670048011,"55","10"
"27031","G06006700048012",60670048012,"38","9"
"27032","G06006700048013",60670048013,"45","9"
"27033","G06006700048014",60670048014,"49","10"
"27034","G06006700048021",60670048021,"50","10"
"27035","G06006700048022",60670048022,"46","10"
"27036","G06006700049041",60670049041,"42","9"
"27037","G06006700049042",60670049042,"37","9"
"27038","G06006700049043",60670049043,"40","9"
"27039","G06006700049061",60670049061,"44","9"
"27040","G06006700049062",60670049062,"80","10"
"27041","G06006700049071",60670049071,"83","10"
"27042","G06006700049072",60670049072,"83","10"
"27043","G06006700049081",60670049081,"72","10"
"27044","G06006700049082",60670049082,"36","9"
"27045","G06006700049083",60670049083,"37","9"
"27046","G06006700049091",60670049091,"68","10"
"27047","G06006700049092",60670049092,"39","9"
"27048","G06006700049101",60670049101,"39","9"
"27049","G06006700049102",60670049102,"42","9"
"27050","G06006700049103",60670049103,"36","9"
"27051","G06006700050021",60670050021,"68","10"
"27052","G06006700050022",60670050022,"67","10"
"27053","G06006700050023",60670050023,"60","10"
"27054","G06006700050031",60670050031,"42","9"
"27055","G06006700050032",60670050032,"42","9"
"27056","G06006700050033",60670050033,"42","9"
"27057","G06006700050041",60670050041,"39","9"
"27058","G06006700050042",60670050042,"33","9"
"27059","G06006700050043",60670050043,"31","8"
"27060","G06006700051011",60670051011,"48","10"
"27061","G06006700051012",60670051012,"46","10"
"27062","G06006700051021",60670051021,"35","9"
"27063","G06006700051022",60670051022,"66","10"
"27064","G06006700052011",60670052011,"31","8"
"27065","G06006700052012",60670052012,"GQ","GQ"
"27066","G06006700052021",60670052021,"26","8"
"27067","G06006700052022",60670052022,"26","8"
"27068","G06006700052023",60670052023,"26","8"
"27069","G06006700052041",60670052041,"26","8"
"27070","G06006700052042",60670052042,"30","8"
"27071","G06006700052043",60670052043,"24","8"
"27072","G06006700052044",60670052044,"27","8"
"27073","G06006700052045",60670052045,"27","8"
"27074","G06006700052051",60670052051,"94","10"
"27075","G06006700052052",60670052052,"35","9"
"27076","G06006700053011",60670053011,"GQ","GQ"
"27077","G06006700053012",60670053012,"6","3"
"27078","G06006700053013",60670053013,"GQ","GQ"
"27079","G06006700054021",60670054021,"28","8"
"27080","G06006700054022",60670054022,"27","8"
"27081","G06006700054031",60670054031,"23","7"
"27082","G06006700054032",60670054032,"21","7"
"27083","G06006700054041",60670054041,"5","3"
"27084","G06006700054042",60670054042,"15","6"
"27085","G06006700054043",60670054043,"19","7"
"27086","G06006700054044",60670054044,"4","2"
"27087","G06006700054045",60670054045,"3","2"
"27088","G06006700054046",60670054046,"3","2"
"27089","G06006700055021",60670055021,"49","10"
"27090","G06006700055022",60670055022,"48","10"
"27091","G06006700055023",60670055023,"49","10"
"27092","G06006700055051",60670055051,"38","9"
"27093","G06006700055052",60670055052,"40","9"
"27094","G06006700055053",60670055053,"44","9"
"27095","G06006700055061",60670055061,"50","10"
"27096","G06006700055062",60670055062,"37","9"
"27097","G06006700055081",60670055081,"58","10"
"27098","G06006700055082",60670055082,"54","10"
"27099","G06006700055083",60670055083,"51","10"
"27100","G06006700055091",60670055091,"58","10"
"27101","G06006700055101",60670055101,"59","10"
"27102","G06006700055102",60670055102,"70","10"
"27103","G06006700055103",60670055103,"65","10"
"27104","G06006700055104",60670055104,"66","10"
"27105","G06006700056011",60670056011,"27","8"
"27106","G06006700056012",60670056012,"28","8"
"27107","G06006700056013",60670056013,"28","8"
"27108","G06006700056014",60670056014,"33","9"
"27109","G06006700056051",60670056051,"35","9"
"27110","G06006700056052",60670056052,"36","9"
"27111","G06006700056061",60670056061,"6","3"
"27112","G06006700056062",60670056062,"19","7"
"27113","G06006700056063",60670056063,"44","9"
"27114","G06006700056064",60670056064,"31","8"
"27115","G06006700057011",60670057011,"25","8"
"27116","G06006700057012",60670057012,"5","3"
"27117","G06006700057013",60670057013,"23","7"
"27118","G06006700057021",60670057021,"7","3"
"27119","G06006700057022",60670057022,"4","2"
"27120","G06006700057023",60670057023,"6","3"
"27121","G06006700057024",60670057024,"8","4"
"27122","G06006700057025",60670057025,"6","3"
"27123","G06006700058011",60670058011,"18","7"
"27124","G06006700058012",60670058012,"35","9"
"27125","G06006700058013",60670058013,"24","8"
"27126","G06006700058014",60670058014,"17","6"
"27127","G06006700058031",60670058031,"9","4"
"27128","G06006700058032",60670058032,"6","3"
"27129","G06006700058033",60670058033,"9","4"
"27130","G06006700058041",60670058041,"4","2"
"27131","G06006700058042",60670058042,"7","3"
"27132","G06006700059011",60670059011,"25","8"
"27133","G06006700059012",60670059012,"23","7"
"27134","G06006700059013",60670059013,"21","7"
"27135","G06006700059014",60670059014,"16","6"
"27136","G06006700059031",60670059031,"37","9"
"27137","G06006700059032",60670059032,"29","8"
"27138","G06006700059041",60670059041,"22","7"
"27139","G06006700059042",60670059042,"23","7"
"27140","G06006700059043",60670059043,"22","7"
"27141","G06006700059044",60670059044,"22","7"
"27142","G06006700060021",60670060021,"36","9"
"27143","G06006700060022",60670060022,"33","9"
"27144","G06006700060023",60670060023,"30","8"
"27145","G06006700060024",60670060024,"30","8"
"27146","G06006700060025",60670060025,"32","9"
"27147","G06006700060031",60670060031,"36","9"
"27148","G06006700060032",60670060032,"29","8"
"27149","G06006700060033",60670060033,"30","8"
"27150","G06006700060041",60670060041,"35","9"
"27151","G06006700060042",60670060042,"21","7"
"27152","G06006700060043",60670060043,"13","5"
"27153","G06006700061011",60670061011,"44","9"
"27154","G06006700061012",60670061012,"32","9"
"27155","G06006700061013",60670061013,"32","9"
"27156","G06006700061021",60670061021,"23","7"
"27157","G06006700061022",60670061022,"23","7"
"27158","G06006700061023",60670061023,"18","7"
"27159","G06006700062021",60670062021,"58","10"
"27160","G06006700062022",60670062022,"61","10"
"27161","G06006700062023",60670062023,"54","10"
"27162","G06006700062031",60670062031,"54","10"
"27163","G06006700062032",60670062032,"43","9"
"27164","G06006700062041",60670062041,"35","9"
"27165","G06006700062042",60670062042,"42","9"
"27166","G06006700063001",60670063001,"50","10"
"27167","G06006700063002",60670063002,"50","10"
"27168","G06006700063003",60670063003,"59","10"
"27169","G06006700063004",60670063004,"52","10"
"27170","G06006700064001",60670064001,"54","10"
"27171","G06006700064002",60670064002,"55","10"
"27172","G06006700064003",60670064003,"55","10"
"27173","G06006700064004",60670064004,"55","10"
"27174","G06006700064005",60670064005,"55","10"
"27175","G06006700065011",60670065011,"54","10"
"27176","G06006700065012",60670065012,"66","10"
"27177","G06006700065013",60670065013,"68","10"
"27178","G06006700065021",60670065021,"28","8"
"27179","G06006700065022",60670065022,"28","8"
"27180","G06006700066001",60670066001,"48","10"
"27181","G06006700066002",60670066002,"49","10"
"27182","G06006700066003",60670066003,"50","10"
"27183","G06006700066004",60670066004,"59","10"
"27184","G06006700066005",60670066005,"54","10"
"27185","G06006700067031",60670067031,"42","9"
"27186","G06006700067032",60670067032,"41","9"
"27187","G06006700067033",60670067033,"41","9"
"27188","G06006700067041",60670067041,"36","9"
"27189","G06006700067042",60670067042,"33","9"
"27190","G06006700067043",60670067043,"33","9"
"27191","G06006700067051",60670067051,"54","10"
"27192","G06006700067052",60670067052,"54","10"
"27193","G06006700067053",60670067053,"54","10"
"27194","G06006700067054",60670067054,"54","10"
"27195","G06006700067061",60670067061,"53","10"
"27196","G06006700067062",60670067062,"38","9"
"27197","G06006700068011",60670068011,"48","10"
"27198","G06006700068021",60670068021,"67","10"
"27199","G06006700068022",60670068022,"67","10"
"27200","G06006700068031",60670068031,"51","10"
"27201","G06006700068032",60670068032,"49","10"
"27202","G06006700069011",60670069011,"49","10"
"27203","G06006700069012",60670069012,"25","8"
"27204","G06006700069021",60670069021,"54","10"
"27205","G06006700069022",60670069022,"55","10"
"27206","G06006700069023",60670069023,"54","10"
"27207","G06006700070011",60670070011,"40","9"
"27208","G06006700070012",60670070012,"66","10"
"27209","G06006700070013",60670070013,"41","9"
"27210","G06006700070071",60670070071,"37","9"
"27211","G06006700070072",60670070072,"45","9"
"27212","G06006700070073",60670070073,"37","9"
"27213","G06006700070101",60670070101,"28","8"
"27214","G06006700070102",60670070102,"30","8"
"27215","G06006700070103",60670070103,"25","8"
"27216","G06006700070111",60670070111,"29","8"
"27217","G06006700070112",60670070112,"28","8"
"27218","G06006700070113",60670070113,"34","9"
"27219","G06006700070114",60670070114,"30","8"
"27220","G06006700070115",60670070115,"PH","PH"
"27221","G06006700070116",60670070116,"34","9"
"27222","G06006700070121",60670070121,"35","9"
"27223","G06006700070122",60670070122,"36","9"
"27224","G06006700070131",60670070131,"26","8"
"27225","G06006700070132",60670070132,"35","9"
"27226","G06006700070161",60670070161,"18","7"
"27227","G06006700070162",60670070162,"30","8"
"27228","G06006700070163",60670070163,"22","7"
"27229","G06006700070171",60670070171,"16","6"
"27230","G06006700070172",60670070172,"26","8"
"27231","G06006700070191",60670070191,"19","7"
"27232","G06006700070192",60670070192,"13","5"
"27233","G06006700070201",60670070201,"18","7"
"27234","G06006700070202",60670070202,"17","6"
"27235","G06006700070203",60670070203,"14","6"
"27236","G06006700070211",60670070211,"28","8"
"27237","G06006700070212",60670070212,"34","9"
"27238","G06006700070221",60670070221,"42","9"
"27239","G06006700070222",60670070222,"45","9"
"27240","G06006700070231",60670070231,"30","8"
"27241","G06006700070232",60670070232,"32","9"
"27242","G06006700070233",60670070233,"31","8"
"27243","G06006700070234",60670070234,"29","8"
"27244","G06006700070241",60670070241,"34","9"
"27245","G06006700070251",60670070251,"20","7"
"27246","G06006700070252",60670070252,"15","6"
"27247","G06006700070261",60670070261,"20","7"
"27248","G06006700070262",60670070262,"21","7"
"27249","G06006700070263",60670070263,"20","7"
"27250","G06006700070271",60670070271,"29","8"
"27251","G06006700070272",60670070272,"26","8"
"27252","G06006700070281",60670070281,"22","7"
"27253","G06006700070282",60670070282,"22","7"
"27254","G06006700070283",60670070283,"22","7"
"27255","G06006700071011",60670071011,"6","3"
"27256","G06006700071031",60670071031,"27","8"
"27257","G06006700071032",60670071032,"27","8"
"27258","G06006700071051",60670071051,"22","7"
"27259","G06006700071052",60670071052,"21","7"
"27260","G06006700071053",60670071053,"20","7"
"27261","G06006700071061",60670071061,"20","7"
"27262","G06006700071062",60670071062,"17","6"
"27263","G06006700071063",60670071063,"21","7"
"27264","G06006700071064",60670071064,"17","6"
"27265","G06006700071071",60670071071,"11","5"
"27266","G06006700071072",60670071072,"13","5"
"27267","G06006700071073",60670071073,"23","7"
"27268","G06006700071081",60670071081,"18","7"
"27269","G06006700071082",60670071082,"16","6"
"27270","G06006700071091",60670071091,"16","6"
"27271","G06006700071092",60670071092,"21","7"
"27272","G06006700071101",60670071101,"22","7"
"27273","G06006700071102",60670071102,"15","6"
"27274","G06006700071111",60670071111,"12","5"
"27275","G06006700071112",60670071112,"13","5"
"27276","G06006700072021",60670072021,"25","8"
"27277","G06006700072022",60670072022,"36","9"
"27278","G06006700072023",60670072023,"22","7"
"27279","G06006700072041",60670072041,"34","9"
"27280","G06006700072042",60670072042,"35","9"
"27281","G06006700072043",60670072043,"28","8"
"27282","G06006700072061",60670072061,"26","8"
"27283","G06006700072062",60670072062,"24","8"
"27284","G06006700072071",60670072071,"27","8"
"27285","G06006700072072",60670072072,"30","8"
"27286","G06006700072073",60670072073,"32","9"
"27287","G06006700072081",60670072081,"40","9"
"27288","G06006700072082",60670072082,"36","9"
"27289","G06006700072083",60670072083,"22","7"
"27290","G06006700072091",60670072091,"34","9"
"27291","G06006700072092",60670072092,"30","8"
"27292","G06006700073011",60670073011,"50","10"
"27293","G06006700073012",60670073012,"54","10"
"27294","G06006700073013",60670073013,"56","10"
"27295","G06006700074021",60670074021,"40","9"
"27296","G06006700074022",60670074022,"45","9"
"27297","G06006700074023",60670074023,"52","10"
"27298","G06006700074024",60670074024,"42","9"
"27299","G06006700074031",60670074031,"44","9"
"27300","G06006700074032",60670074032,"37","9"
"27301","G06006700074131",60670074131,"51","10"
"27302","G06006700074132",60670074132,"51","10"
"27303","G06006700074133",60670074133,"51","10"
"27304","G06006700074141",60670074141,"42","9"
"27305","G06006700074142",60670074142,"40","9"
"27306","G06006700074151",60670074151,"25","8"
"27307","G06006700074152",60670074152,"37","9"
"27308","G06006700074161",60670074161,"42","9"
"27309","G06006700074162",60670074162,"46","10"
"27310","G06006700074171",60670074171,"23","7"
"27311","G06006700074172",60670074172,"31","8"
"27312","G06006700074221",60670074221,"36","9"
"27313","G06006700074222",60670074222,"39","9"
"27314","G06006700074231",60670074231,"67","10"
"27315","G06006700074232",60670074232,"59","10"
"27316","G06006700074233",60670074233,"62","10"
"27317","G06006700074241",60670074241,"42","9"
"27318","G06006700074242",60670074242,"42","9"
"27319","G06006700074261",60670074261,"25","8"
"27320","G06006700074262",60670074262,"40","9"
"27321","G06006700074271",60670074271,"33","9"
"27322","G06006700074272",60670074272,"36","9"
"27323","G06006700074273",60670074273,"34","9"
"27324","G06006700074274",60670074274,"30","8"
"27325","G06006700074281",60670074281,"36","9"
"27326","G06006700074282",60670074282,"38","9"
"27327","G06006700074291",60670074291,"35","9"
"27328","G06006700074292",60670074292,"29","8"
"27329","G06006700074293",60670074293,"35","9"
"27330","G06006700074301",60670074301,"28","8"
"27331","G06006700074302",60670074302,"27","8"
"27332","G06006700074303",60670074303,"28","8"
"27333","G06006700074304",60670074304,"25","8"
"27334","G06006700074311",60670074311,"25","8"
"27335","G06006700074312",60670074312,"24","8"
"27336","G06006700074321",60670074321,"27","8"
"27337","G06006700074322",60670074322,"24","8"
"27338","G06006700074341",60670074341,"42","9"
"27339","G06006700074342",60670074342,"39","9"
"27340","G06006700074343",60670074343,"41","9"
"27341","G06006700074351",60670074351,"46","10"
"27342","G06006700074361",60670074361,"18","7"
"27343","G06006700074371",60670074371,"15","6"
"27344","G06006700074372",60670074372,"17","6"
"27345","G06006700074373",60670074373,"19","7"
"27346","G06006700074381",60670074381,"35","9"
"27347","G06006700074391",60670074391,"35","9"
"27348","G06006700074392",60670074392,"22","7"
"27349","G06006700075011",60670075011,"39","9"
"27350","G06006700075012",60670075012,"39","9"
"27351","G06006700075013",60670075013,"39","9"
"27352","G06006700075014",60670075014,"39","9"
"27353","G06006700075015",60670075015,"39","9"
"27354","G06006700075031",60670075031,"29","8"
"27355","G06006700075032",60670075032,"33","9"
"27356","G06006700075033",60670075033,"32","9"
"27357","G06006700075034",60670075034,"30","8"
"27358","G06006700075041",60670075041,"29","8"
"27359","G06006700075042",60670075042,"37","9"
"27360","G06006700076021",60670076021,"29","8"
"27361","G06006700076022",60670076022,"47","10"
"27362","G06006700076023",60670076023,"20","7"
"27363","G06006700076024",60670076024,"24","8"
"27364","G06006700076031",60670076031,"21","7"
"27365","G06006700076032",60670076032,"23","7"
"27366","G06006700076041",60670076041,"18","7"
"27367","G06006700076042",60670076042,"29","8"
"27368","G06006700077011",60670077011,"26","8"
"27369","G06006700077012",60670077012,"28","8"
"27370","G06006700077013",60670077013,"40","9"
"27371","G06006700077014",60670077014,"29","8"
"27372","G06006700077015",60670077015,"28","8"
"27373","G06006700077021",60670077021,"16","6"
"27374","G06006700077022",60670077022,"9","4"
"27375","G06006700077023",60670077023,"5","3"
"27376","G06006700078011",60670078011,"20","7"
"27377","G06006700078012",60670078012,"19","7"
"27378","G06006700078013",60670078013,"21","7"
"27379","G06006700078014",60670078014,"13","5"
"27380","G06006700078021",60670078021,"17","6"
"27381","G06006700078022",60670078022,"17","6"
"27382","G06006700078023",60670078023,"36","9"
"27383","G06006700078024",60670078024,"14","6"
"27384","G06006700079031",60670079031,"25","8"
"27385","G06006700079032",60670079032,"23","7"
"27386","G06006700079033",60670079033,"26","8"
"27387","G06006700079034",60670079034,"25","8"
"27388","G06006700079035",60670079035,"21","7"
"27389","G06006700079041",60670079041,"23","7"
"27390","G06006700079042",60670079042,"21","7"
"27391","G06006700079043",60670079043,"22","7"
"27392","G06006700079044",60670079044,"25","8"
"27393","G06006700079051",60670079051,"19","7"
"27394","G06006700079052",60670079052,"15","6"
"27395","G06006700079061",60670079061,"19","7"
"27396","G06006700079062",60670079062,"35","9"
"27397","G06006700080051",60670080051,"11","5"
"27398","G06006700080052",60670080052,"12","5"
"27399","G06006700080053",60670080053,"15","6"
"27400","G06006700080061",60670080061,"9","4"
"27401","G06006700080062",60670080062,"7","3"
"27402","G06006700080063",60670080063,"8","4"
"27403","G06006700080064",60670080064,"10","4"
"27404","G06006700080071",60670080071,"18","7"
"27405","G06006700080072",60670080072,"24","8"
"27406","G06006700080081",60670080081,"16","6"
"27407","G06006700080082",60670080082,"17","6"
"27408","G06006700080083",60670080083,"17","6"
"27409","G06006700080091",60670080091,"8","4"
"27410","G06006700080092",60670080092,"10","4"
"27411","G06006700080093",60670080093,"17","6"
"27412","G06006700080094",60670080094,"14","6"
"27413","G06006700080101",60670080101,"14","6"
"27414","G06006700080102",60670080102,"17","6"
"27415","G06006700080103",60670080103,"14","6"
"27416","G06006700080104",60670080104,"14","6"
"27417","G06006700081111",60670081111,"28","8"
"27418","G06006700081112",60670081112,"31","8"
"27419","G06006700081113",60670081113,"29","8"
"27420","G06006700081114",60670081114,"31","8"
"27421","G06006700081131",60670081131,"40","9"
"27422","G06006700081132",60670081132,"38","9"
"27423","G06006700081171",60670081171,"30","8"
"27424","G06006700081172",60670081172,"28","8"
"27425","G06006700081191",60670081191,"33","9"
"27426","G06006700081192",60670081192,"31","8"
"27427","G06006700081193",60670081193,"33","9"
"27428","G06006700081194",60670081194,"30","8"
"27429","G06006700081195",60670081195,"28","8"
"27430","G06006700081201",60670081201,"28","8"
"27431","G06006700081202",60670081202,"26","8"
"27432","G06006700081203",60670081203,"30","8"
"27433","G06006700081221",60670081221,"8","4"
"27434","G06006700081222",60670081222,"18","7"
"27435","G06006700081223",60670081223,"28","8"
"27436","G06006700081241",60670081241,"22","7"
"27437","G06006700081242",60670081242,"27","8"
"27438","G06006700081251",60670081251,"26","8"
"27439","G06006700081252",60670081252,"22","7"
"27440","G06006700081253",60670081253,"24","8"
"27441","G06006700081271",60670081271,"29","8"
"27442","G06006700081272",60670081272,"34","9"
"27443","G06006700081281",60670081281,"41","9"
"27444","G06006700081282",60670081282,"33","9"
"27445","G06006700081291",60670081291,"35","9"
"27446","G06006700081292",60670081292,"36","9"
"27447","G06006700081301",60670081301,"37","9"
"27448","G06006700081302",60670081302,"36","9"
"27449","G06006700081303",60670081303,"35","9"
"27450","G06006700081311",60670081311,"44","9"
"27451","G06006700081312",60670081312,"44","9"
"27452","G06006700081313",60670081313,"36","9"
"27453","G06006700081314",60670081314,"35","9"
"27454","G06006700081315",60670081315,"39","9"
"27455","G06006700081321",60670081321,"52","10"
"27456","G06006700081322",60670081322,"25","8"
"27457","G06006700081331",60670081331,"52","10"
"27458","G06006700081332",60670081332,"55","10"
"27459","G06006700081341",60670081341,"28","8"
"27460","G06006700081342",60670081342,"29","8"
"27461","G06006700081343",60670081343,"33","9"
"27462","G06006700081351",60670081351,"43","9"
"27463","G06006700081352",60670081352,"51","10"
"27464","G06006700081353",60670081353,"41","9"
"27465","G06006700081354",60670081354,"26","8"
"27466","G06006700081361",60670081361,"30","8"
"27467","G06006700081362",60670081362,"28","8"
"27468","G06006700081371",60670081371,"26","8"
"27469","G06006700081372",60670081372,"28","8"
"27470","G06006700081381",60670081381,"25","8"
"27471","G06006700081382",60670081382,"26","8"
"27472","G06006700081383",60670081383,"24","8"
"27473","G06006700081391",60670081391,"38","9"
"27474","G06006700081392",60670081392,"42","9"
"27475","G06006700081393",60670081393,"39","9"
"27476","G06006700081401",60670081401,"30","8"
"27477","G06006700081402",60670081402,"30","8"
"27478","G06006700081411",60670081411,"29","8"
"27479","G06006700081412",60670081412,"31","8"
"27480","G06006700081413",60670081413,"28","8"
"27481","G06006700081414",60670081414,"35","9"
"27482","G06006700081415",60670081415,"32","9"
"27483","G06006700081421",60670081421,"30","8"
"27484","G06006700081422",60670081422,"11","5"
"27485","G06006700081431",60670081431,"25","8"
"27486","G06006700081432",60670081432,"22","7"
"27487","G06006700081441",60670081441,"28","8"
"27488","G06006700081442",60670081442,"22","7"
"27489","G06006700081451",60670081451,"19","7"
"27490","G06006700081452",60670081452,"24","8"
"27491","G06006700081453",60670081453,"38","9"
"27492","G06006700081454",60670081454,"27","8"
"27493","G06006700081455",60670081455,"25","8"
"27494","G06006700081456",60670081456,"16","6"
"27495","G06006700082031",60670082031,"27","8"
"27496","G06006700082032",60670082032,"28","8"
"27497","G06006700082033",60670082033,"12","5"
"27498","G06006700082041",60670082041,"25","8"
"27499","G06006700082042",60670082042,"15","6"
"27500","G06006700082061",60670082061,"28","8"
"27501","G06006700082062",60670082062,"24","8"
"27502","G06006700082063",60670082063,"27","8"
"27503","G06006700082071",60670082071,"24","8"
"27504","G06006700082072",60670082072,"19","7"
